Gene ID,Mean Expr,log2FC,log2FC SE,p-value,adj. p-value,Gene Symbol
4145,156,-1.1,0.167,2.86e-12,1.26e-10,MATK
6280,77.4,1.81,0.275,2.9e-12,1.27e-10,S100A9
1848,719,0.584,0.0873,2.99e-12,1.31e-10,DUSP6
3354,196,-0.96,0.145,3.07e-12,1.34e-10,HTR1E
387914,123,1.19,0.181,3.08e-12,1.34e-10,SHISA2
1947,2220,0.532,0.0794,3.15e-12,1.37e-10,EFNB1
358,4210,-0.467,0.0694,3.24e-12,1.41e-10,AQP1
2113,439,-0.684,0.103,3.25e-12,1.41e-10,ETS1
8751,550,0.693,0.105,3.56e-12,1.54e-10,ADAM15
83540,60.4,-1.94,0.298,4.17e-12,1.8e-10,NUF2
1606,489,0.652,0.0986,4.25e-12,1.83e-10,DGKA
10051,396,-0.87,0.133,4.36e-12,1.87e-10,SMC4
257019,1860,0.472,0.0706,4.55e-12,1.95e-10,FRMD3
3146,3120,-0.502,0.0755,4.85e-12,2.07e-10,HMGB1
56649,164,0.998,0.153,5.32e-12,2.26e-10,TMPRSS4
57467,1350,0.585,0.0887,5.59e-12,2.37e-10,HHATL
1160,5140,0.475,0.0714,5.79e-12,2.45e-10,CKMT2
10797,1340,-0.491,0.0739,5.84e-12,2.47e-10,MTHFD2
351,18400,-0.399,0.0587,5.86e-12,2.47e-10,APP
375567,1220,0.548,0.083,5.94e-12,2.5e-10,VWC2
5129,976,-0.576,0.0876,6.4e-12,2.69e-10,CDK18
4504,198,-1.15,0.177,6.52e-12,2.73e-10,MT3
476,18300,0.398,0.0596,6.62e-12,2.77e-10,ATP1A1
3636,3330,0.481,0.0726,6.75e-12,2.82e-10,INPPL1
6695,1150,-0.508,0.077,6.79e-12,2.82e-10,SPOCK1
119587,3560,-0.43,0.0647,6.84e-12,2.84e-10,CPXM2
85236,695,0.599,0.0915,7.61e-12,3.15e-10,H2BC12
1301,778,-0.569,0.0867,7.69e-12,3.17e-10,COL11A1
100500808,264,-0.843,0.13,7.7e-12,3.17e-10,MIR3917
84293,2000,-0.465,0.0704,7.71e-12,3.17e-10,PRXL2A
4151,3720,0.445,0.0672,8.22e-12,3.37e-10,MB
114908,1820,-0.647,0.0993,8.53e-12,3.49e-10,TMEM123
112268170,731,-0.578,0.0885,9.11e-12,3.72e-10,NA
710,1060,-0.523,0.0798,9.15e-12,3.73e-10,SERPING1
58528,1420,-0.534,0.0816,9.18e-12,3.73e-10,RRAGD
80307,1590,0.484,0.0736,9.44e-12,3.83e-10,NA
79968,101,-1.32,0.206,9.6e-12,3.88e-10,WDR76
127707,43.9,2.03,0.316,1.03e-11,4.15e-10,KLHDC7A
4001,517,-0.645,0.0995,1.06e-11,4.28e-10,LMNB1
2627,822,0.545,0.0836,1.1e-11,4.44e-10,GATA6
9540,708,0.58,0.0893,1.16e-11,4.66e-10,TP53I3
29950,544,0.658,0.102,1.16e-11,4.66e-10,SERTAD1
132228,346,0.741,0.115,1.22e-11,4.86e-10,LSMEM2
4256,97.2,1.29,0.203,1.29e-11,5.12e-10,MGP
54908,312,-0.791,0.123,1.29e-11,5.15e-10,SPDL1
58480,1350,-0.498,0.0766,1.39e-11,5.52e-10,RHOU
54959,587,-0.636,0.0987,1.43e-11,5.68e-10,ODAM
128239,219,-0.964,0.151,1.47e-11,5.79e-10,IQGAP3
6713,595,-0.656,0.102,1.49e-11,5.88e-10,SQLE
285505,203,0.893,0.14,1.55e-11,6.1e-10,GASK1B-AS1
57761,373,-0.733,0.115,1.6e-11,6.28e-10,TRIB3
8870,396,0.768,0.12,1.62e-11,6.36e-10,IER3
284361,43600,0.516,0.0808,1.78e-11,6.96e-10,EMC10
1734,106,-1.25,0.198,1.9e-11,7.4e-10,DIO2
3856,40500,0.407,0.0625,1.99e-11,7.73e-10,KRT8
1108,7320,-0.401,0.0617,2e-11,7.78e-10,CHD4
64063,438,0.675,0.106,2.01e-11,7.8e-10,PRSS22
1001,6750,-0.434,0.0669,2.04e-11,7.89e-10,CDH3
2673,1250,-0.556,0.0866,2.05e-11,7.9e-10,GFPT1
100506658,437,-0.662,0.104,2.1e-11,8.1e-10,OCLN
9056,363,-0.71,0.112,2.18e-11,8.36e-10,SLC7A7
10699,2380,0.451,0.0698,2.19e-11,8.38e-10,CORIN
51499,513,0.663,0.104,2.36e-11,9.03e-10,TRIAP1
342897,442,0.687,0.108,2.4e-11,9.14e-10,NCCRP1
4162,1310,-0.492,0.0768,2.61e-11,9.93e-10,MCAM
128344,278,0.802,0.128,2.9e-11,1.1e-09,CIMAP3
5673,65.9,1.52,0.244,2.94e-11,1.12e-09,PSG5
1056,242,0.821,0.131,3.21e-11,1.21e-09,CEL
113655,415,0.669,0.106,3.36e-11,1.27e-09,MFSD3
375033,84,-1.32,0.213,3.56e-11,1.34e-09,PEAR1
100533970,1380,0.519,0.0818,3.59e-11,1.35e-09,NA
10412,1510,-0.463,0.0728,3.97e-11,1.49e-09,NSA2
3748,944,0.531,0.084,4.08e-11,1.53e-09,KCNC3
8365,75.3,1.41,0.228,4.49e-11,1.68e-09,H4C8
2138,262,-0.8,0.129,4.83e-11,1.8e-09,EYA1
27258,537,-0.631,0.101,4.87e-11,1.81e-09,LSM3
27231,1160,-0.603,0.0963,4.88e-11,1.81e-09,NMRK2
112268238,139,1.04,0.169,4.94e-11,1.83e-09,NA
4558,1220,0.514,0.0817,5.3e-11,1.96e-09,NA
4967,3960,0.416,0.0656,5.64e-11,2.08e-09,OGDH
353,815,0.55,0.0878,5.7e-11,2.1e-09,APRT
57828,149,1.03,0.168,5.74e-11,2.11e-09,CATSPERG
56992,75.8,-1.4,0.229,5.74e-11,2.11e-09,KIF15
3157,2270,-0.474,0.0753,5.77e-11,2.11e-09,HMGCS1
5526,435,0.646,0.104,5.91e-11,2.16e-09,PPP2R5B
100506696,145,1.03,0.168,6.02e-11,2.2e-09,PCAT6
2012,178,-0.913,0.148,6.07e-11,2.21e-09,EMP1
9837,146,-1.11,0.182,6.49e-11,2.35e-09,GINS1
3181,8670,-0.359,0.0565,6.49e-11,2.35e-09,HNRNPA2B1
8733,1370,0.55,0.0882,6.66e-11,2.41e-09,GPAA1
114907,1930,0.437,0.0696,7.38e-11,2.66e-09,FBXO32
230,4490,-0.466,0.0745,7.57e-11,2.73e-09,ALDOC
57122,829,-0.557,0.0898,7.71e-11,2.77e-09,NUP107
2878,637,0.567,0.0915,7.94e-11,2.85e-09,GPX3
26751,808,-0.571,0.0923,8.62e-11,3.09e-09,SH3YL1
202333,2770,0.438,0.0701,9e-11,3.22e-09,CMYA5
284611,303,-0.777,0.127,9.33e-11,3.33e-09,EEIG2
80139,494,0.62,0.101,9.71e-11,3.45e-09,ZNF703
7475,845,0.617,0.1,9.71e-11,3.45e-09,WNT6
2125,48.4,-1.81,0.3,9.9e-11,3.51e-09,EVPL
93974,2010,0.446,0.0716,9.92e-11,3.51e-09,ATP5IF1
554313,110,1.13,0.187,1.14e-10,4.02e-09,H4C15
101928034,65.2,-1.47,0.245,1.15e-10,4.05e-09,NA
57348,106,-1.21,0.201,1.15e-10,4.05e-09,TTYH1
29984,482,0.634,0.104,1.16e-10,4.06e-09,RHOD
83959,30.8,2.38,0.395,1.2e-10,4.2e-09,SLC4A11
595,1920,0.447,0.0721,1.21e-10,4.23e-09,CCND1
401115,216,0.885,0.146,1.25e-10,4.35e-09,NICOL1
92579,931,0.519,0.0844,1.26e-10,4.4e-09,G6PC3
5954,1980,-0.452,0.0732,1.33e-10,4.6e-09,RCN1
374393,98.6,-1.35,0.226,1.33e-10,4.6e-09,FAM111B
2237,403,-0.654,0.107,1.35e-10,4.66e-09,FEN1
284297,263,-0.865,0.144,1.38e-10,4.78e-09,SSC5D
10370,5950,0.424,0.0685,1.39e-10,4.8e-09,CITED2
79894,1080,0.524,0.0854,1.41e-10,4.87e-09,ZNF672
196996,276,0.742,0.123,1.51e-10,5.18e-09,GRAMD2A
30851,1060,0.528,0.0864,1.58e-10,5.41e-09,TAX1BP3
118461,328,0.739,0.122,1.59e-10,5.45e-09,C10orf71
89796,2780,0.438,0.0711,1.61e-10,5.5e-09,NAV1
9659,5520,0.396,0.0642,1.67e-10,5.68e-09,PDE4DIP
51330,1400,0.475,0.0775,1.75e-10,5.95e-09,TNFRSF12A
113218482,3000,0.408,0.0662,1.82e-10,6.17e-09,NA
1299,3560,-0.564,0.093,1.88e-10,6.37e-09,COL9A3
64393,645,1.47,0.249,1.91e-10,6.47e-09,ZMAT3
10437,340,-0.684,0.114,1.92e-10,6.48e-09,IFI30
57505,662,0.555,0.0915,1.93e-10,6.5e-09,AARS2
27089,1790,0.505,0.083,1.97e-10,6.62e-09,UQCRQ
990,188,-0.912,0.153,1.99e-10,6.68e-09,CDC6
10313,2360,-0.468,0.0766,2.01e-10,6.73e-09,RTN3
55862,722,-0.596,0.0987,2.05e-10,6.87e-09,ECHDC1
84164,1520,0.452,0.0741,2.11e-10,7.06e-09,ASCC2
389,2420,0.444,0.0727,2.14e-10,7.15e-09,RHOC
4281,1380,-0.471,0.0774,2.16e-10,7.19e-09,MID1
339983,863,0.566,0.0937,2.17e-10,7.21e-09,NAT8L
3619,256,-0.753,0.126,2.19e-10,7.25e-09,INCENP
83451,899,0.514,0.0847,2.2e-10,7.27e-09,ABHD11
644128,476,0.623,0.104,2.2e-10,7.27e-09,NA
53942,517,-0.637,0.106,2.28e-10,7.52e-09,CNTN5
10232,99.7,-1.17,0.197,2.32e-10,7.66e-09,MSLN
3329,8880,-0.366,0.0595,2.35e-10,7.72e-09,HSPD1
10099,3550,0.38,0.062,2.43e-10,7.97e-09,TSPAN3
53838,639,0.569,0.0945,2.53e-10,8.29e-09,C11orf24
3936,656,-0.573,0.0954,2.54e-10,8.29e-09,LCP1
201229,191,0.872,0.147,2.6e-10,8.48e-09,LYRM9
8531,3620,0.447,0.0735,2.61e-10,8.49e-09,YBX3
2887,1240,-0.448,0.0738,2.64e-10,8.59e-09,GRB10
29789,1310,-0.476,0.0787,2.68e-10,8.69e-09,OLA1
7277,178,0.889,0.15,2.73e-10,8.86e-09,TUBA4A
254122,1450,0.474,0.0784,2.76e-10,8.91e-09,SNX32
10220,692,-0.547,0.0911,2.76e-10,8.91e-09,GDF11
5764,661,-0.556,0.0927,2.79e-10,8.98e-09,PTN
79585,371,0.691,0.116,2.82e-10,9.06e-09,CORO7
93663,283,-0.742,0.125,2.84e-10,9.12e-09,ARHGAP18
25960,664,0.564,0.094,2.85e-10,9.12e-09,ADGRA2
653082,134,-1.07,0.183,2.91e-10,9.32e-09,ZDHHC11B
26002,347,0.695,0.117,2.92e-10,9.34e-09,MOXD1
102724770,770,0.579,0.0967,2.93e-10,9.34e-09,NA
3400,1730,-0.503,0.0835,2.94e-10,9.35e-09,ID4
10628,890,-0.498,0.0828,2.97e-10,9.42e-09,TXNIP
7096,69.5,-1.44,0.247,3.12e-10,9.89e-09,TLR1
84981,980,0.475,0.079,3.37e-10,1.07e-08,MIR22HG
152330,297,-0.798,0.136,3.64e-10,1.15e-08,CNTN4
9143,273,0.742,0.126,3.66e-10,1.15e-08,SYNGR3
83707,796,0.588,0.0989,3.71e-10,1.17e-08,TRPT1
899,175,-0.876,0.149,3.82e-10,1.2e-08,CCNF
441951,1680,-0.637,0.108,3.85e-10,1.21e-08,ZFAS1
27295,304,0.692,0.117,3.88e-10,1.22e-08,PDLIM3
3709,905,-0.558,0.0939,3.89e-10,1.22e-08,ITPR2
3757,2030,0.496,0.0829,3.97e-10,1.24e-08,KCNH2
100505573,1240,0.451,0.0752,4e-10,1.25e-08,INAFM2
995,58.8,-1.48,0.255,4.24e-10,1.32e-08,CDC25C
57405,50.7,-1.62,0.279,4.26e-10,1.32e-08,SPC25
651746,272,0.74,0.126,4.27e-10,1.32e-08,ANKRD33B
1901,900,0.492,0.0825,4.34e-10,1.34e-08,S1PR1
57125,208,-0.849,0.145,4.42e-10,1.37e-08,PLXDC1
3156,1430,-0.488,0.0819,4.49e-10,1.38e-08,HMGCR
400916,1250,0.644,0.109,4.51e-10,1.39e-08,CHCHD10
115701,7670,0.416,0.0693,4.59e-10,1.41e-08,ALPK2
1958,5670,0.393,0.0653,4.68e-10,1.44e-08,EGR1
93129,904,0.52,0.0876,4.79e-10,1.47e-08,ORAI3
3417,1160,-0.477,0.0801,4.83e-10,1.48e-08,IDH1
83481,1880,0.591,0.1,4.96e-10,1.51e-08,EPPK1
57605,395,0.695,0.119,4.98e-10,1.52e-08,PITPNM2
9423,160,0.922,0.159,5.01e-10,1.52e-08,NTN1
2817,4240,0.487,0.082,5.04e-10,1.53e-08,GPC1
664,8810,0.416,0.0694,5.06e-10,1.53e-08,BNIP3
345,263,0.814,0.14,5.12e-10,1.55e-08,APOC3
2354,3500,-0.424,0.0709,5.24e-10,1.58e-08,FOSB
83988,411,-0.651,0.111,5.29e-10,1.6e-08,NCALD
7067,1380,-0.503,0.0849,5.3e-10,1.6e-08,THRA
27350,814,0.508,0.0859,5.42e-10,1.63e-08,APOBEC3C
286336,1350,0.459,0.0773,5.85e-10,1.76e-08,FAM78A
64760,1060,0.497,0.0842,5.93e-10,1.78e-08,FHIP2B
140885,1750,0.424,0.0713,6.26e-10,1.87e-08,SIRPA
6240,1340,-0.451,0.0761,6.34e-10,1.9e-08,RRM1
100132074,711,0.579,0.0989,6.44e-10,1.92e-08,FOXO6
51604,2520,0.435,0.0734,6.64e-10,1.98e-08,PIGT
56241,53.6,-1.54,0.27,7.01e-10,2.08e-08,SUSD2
10733,128,-1.03,0.18,8.08e-10,2.4e-08,PLK4
112399,4080,0.396,0.0668,8.1e-10,2.4e-08,EGLN3
56660,84.2,1.27,0.223,8.34e-10,2.47e-08,KCNK12
2030,2420,-0.42,0.0712,8.42e-10,2.49e-08,SLC29A1
1050,368,0.665,0.115,8.93e-10,2.63e-08,CEBPA
9699,153,-0.939,0.165,9.16e-10,2.69e-08,RIMS2
6450,1390,-0.426,0.0724,9.41e-10,2.76e-08,SH3BGR
7071,479,0.597,0.103,1e-09,2.94e-08,KLF10
3398,2070,0.408,0.0694,1e-09,2.94e-08,ID2
687,344,0.668,0.116,1.04e-09,3.05e-08,KLF9
2134,307,0.767,0.135,1.09e-09,3.18e-08,EXTL1
115290,522,-0.58,0.101,1.11e-09,3.23e-08,FBXO17
7043,340,-0.682,0.119,1.19e-09,3.45e-08,TGFB3
728392,385,0.625,0.109,1.21e-09,3.51e-08,NA
25805,3690,0.361,0.0614,1.26e-09,3.65e-08,BAMBI
92241,1710,-0.41,0.0703,1.28e-09,3.7e-08,RCSD1
83992,1250,-0.468,0.0807,1.31e-09,3.79e-08,CTTNBP2
85377,1290,0.483,0.0834,1.34e-09,3.87e-08,MICALL1
23244,1220,-0.502,0.0871,1.36e-09,3.93e-08,PDS5A
720,791,0.541,0.0942,1.38e-09,3.98e-08,C4A
113130,210,-0.777,0.137,1.39e-09,3.98e-08,CDCA5
100506211,653,0.575,0.1,1.39e-09,3.99e-08,MIR210HG
7112,693,-0.532,0.0927,1.45e-09,4.14e-08,TMPO
107984821,77.6,1.27,0.228,1.45e-09,4.14e-08,NA
10076,2100,0.466,0.0808,1.48e-09,4.24e-08,PTPRU
79682,165,-0.993,0.177,1.5e-09,4.26e-08,CENPU
51177,927,-0.488,0.0849,1.54e-09,4.37e-08,PLEKHO1
284217,2290,0.41,0.0706,1.55e-09,4.41e-08,LAMA1
7044,54.4,-1.5,0.269,1.56e-09,4.43e-08,LEFTY2
576,2080,0.553,0.0968,1.62e-09,4.58e-08,ADGRB2
9918,1030,-0.475,0.0826,1.64e-09,4.64e-08,NCAPD2
105370469,160,-0.874,0.156,1.65e-09,4.65e-08,NA
79966,703,-0.509,0.0887,1.65e-09,4.65e-08,SCD5
119,255,-0.719,0.128,1.68e-09,4.73e-08,ADD2
1006,192,0.837,0.149,1.71e-09,4.8e-08,CDH8
2334,202,-0.792,0.141,1.72e-09,4.84e-08,AFF2
167410,378,-0.625,0.11,1.83e-09,5.12e-08,LIX1
1031,33,-1.99,0.359,1.92e-09,5.37e-08,CDKN2C
65997,704,0.513,0.09,1.95e-09,5.44e-08,RASL11B
27129,42200,0.355,0.061,2.04e-09,5.7e-08,HSPB7
93099,1610,0.416,0.0723,2.14e-09,5.94e-08,DMKN
721,736,0.556,0.0983,2.18e-09,6.07e-08,C4B
285590,853,-0.463,0.081,2.21e-09,6.14e-08,SH3PXD2B
64091,12400,0.368,0.0638,2.24e-09,6.2e-08,POPDC2
91304,3100,0.499,0.0877,2.28e-09,6.31e-08,TMEM259
83985,905,0.538,0.0951,2.35e-09,6.49e-08,SPNS1
90231,1350,0.519,0.0915,2.38e-09,6.56e-08,KIAA2013
79789,795,-0.523,0.0925,2.38e-09,6.56e-08,CLMN
55784,116,-1.02,0.184,2.5e-09,6.88e-08,MCTP2
92999,1110,0.493,0.0871,2.59e-09,7.11e-08,ZBTB47
1271,594,-0.652,0.117,2.59e-09,7.11e-08,CNTFR
1824,3320,-0.406,0.071,2.63e-09,7.2e-08,DSC2
1008,1260,-0.497,0.0881,2.81e-09,7.68e-08,CDH10
494514,128,0.939,0.171,2.83e-09,7.73e-08,NA
4607,19400,0.461,0.0814,2.9e-09,7.89e-08,MYBPC3
10984,577,-0.524,0.0932,2.92e-09,7.94e-08,KCNQ1OT1
400043,788,-0.473,0.0837,2.99e-09,8.12e-08,LINC02381
57528,259,-0.808,0.147,3.13e-09,8.49e-08,KCTD16
8407,1500,0.41,0.0722,3.29e-09,8.9e-08,TAGLN2
1687,191,0.827,0.15,3.31e-09,8.95e-08,GSDME
10265,473,0.572,0.103,3.34e-09,9.03e-08,IRX5
22885,290,-0.725,0.132,3.48e-09,9.36e-08,ABLIM3
84632,612,-0.514,0.0917,3.48e-09,9.36e-08,AFAP1L2
1111,176,-0.841,0.153,3.48e-09,9.36e-08,CHEK1
54733,1220,-0.455,0.0809,3.55e-09,9.53e-08,SLC35F2
8089,128,-1.07,0.197,3.77e-09,1.01e-07,YEATS4
23316,271,0.694,0.126,3.85e-09,1.03e-07,CUX2
9368,1930,-0.415,0.0737,4.15e-09,1.11e-07,NHERF1
578,846,0.506,0.0909,4.37e-09,1.17e-07,BAK1
56203,165,0.84,0.154,4.45e-09,1.19e-07,LMOD3
51053,424,-0.571,0.103,4.49e-09,1.19e-07,GMNN
57538,5920,0.354,0.0625,4.49e-09,1.19e-07,ALPK3
55320,186,-0.834,0.153,4.62e-09,1.23e-07,MIS18BP1
51112,879,0.473,0.0848,4.63e-09,1.23e-07,TRAPPC12
27101,945,-0.454,0.0813,4.67e-09,1.24e-07,CACYBP
6535,4370,0.391,0.0696,4.91e-09,1.3e-07,SLC6A8
56134,405,0.587,0.107,4.93e-09,1.3e-07,PCDHAC2
57571,103,1.03,0.191,5.04e-09,1.33e-07,CARNS1
9168,6920,-0.375,0.0667,5.1e-09,1.34e-07,TMSB10
256987,4460,-0.38,0.0677,5.11e-09,1.34e-07,SERINC5
54541,1300,-0.451,0.0811,5.14e-09,1.35e-07,DDIT4
26071,1250,0.497,0.0898,5.17e-09,1.35e-07,RTL8A
26271,184,-0.863,0.16,5.27e-09,1.38e-07,FBXO5
1054,856,-0.451,0.0811,5.28e-09,1.38e-07,CEBPG
312,39.7,-1.72,0.322,5.3e-09,1.38e-07,ANXA13
54082,148,0.89,0.165,5.37e-09,1.4e-07,NA
169611,754,-0.483,0.0871,5.42e-09,1.41e-07,OLFML2A
120103,222,-0.759,0.14,5.44e-09,1.41e-07,SLC36A4
3976,80.8,1.16,0.216,5.58e-09,1.45e-07,LIF
84676,4190,0.405,0.0724,5.64e-09,1.46e-07,TRIM63
11064,208,-0.75,0.138,5.67e-09,1.47e-07,CNTRL
84915,329,0.64,0.117,5.72e-09,1.48e-07,FAM222A
5982,456,-0.598,0.109,5.88e-09,1.52e-07,RFC2
6491,88.2,-1.17,0.22,5.92e-09,1.52e-07,STIL
10095,982,0.478,0.0865,5.98e-09,1.54e-07,ARPC1B
4171,641,-0.57,0.104,6.15e-09,1.58e-07,MCM2
9630,238,-0.731,0.135,6.18e-09,1.58e-07,GNA14
10428,1000,-0.435,0.0785,6.19e-09,1.58e-07,CFDP1
79019,81,-1.23,0.231,6.23e-09,1.59e-07,CENPM
55240,90.7,1.1,0.205,6.29e-09,1.6e-07,STEAP3
336,458,0.55,0.1,6.38e-09,1.62e-07,APOA2
10055,2110,-0.391,0.0702,6.61e-09,1.68e-07,SAE1
80333,110,-1.01,0.19,6.77e-09,1.72e-07,KCNIP4
955,981,0.452,0.0818,6.78e-09,1.72e-07,ENTPD6
3762,1690,0.413,0.0744,6.79e-09,1.72e-07,KCNJ5
51232,1940,0.409,0.0736,6.84e-09,1.73e-07,CRIM1
401399,1050,-0.506,0.0923,7.02e-09,1.77e-07,PRRT4
54820,257,-0.7,0.13,7.04e-09,1.77e-07,NDE1
57451,138,-0.891,0.167,7.07e-09,1.78e-07,TENM2
3339,13300,0.47,0.0855,7.13e-09,1.79e-07,HSPG2
63941,1200,0.507,0.0926,7.15e-09,1.8e-07,NECAB3
7184,10200,-0.372,0.0672,7.3e-09,1.83e-07,HSP90B1
78991,377,0.588,0.108,7.36e-09,1.84e-07,PCYOX1L
84299,1050,0.436,0.079,7.38e-09,1.84e-07,MIEN1
6237,651,0.512,0.0936,7.38e-09,1.84e-07,RRAS
5441,1950,0.521,0.0953,7.38e-09,1.84e-07,POLR2L
1946,618,-0.493,0.0901,7.55e-09,1.88e-07,EFNA5
28227,989,0.466,0.0849,7.88e-09,1.96e-07,PPP2R3B
105376323,62.6,1.31,0.248,8.18e-09,2.03e-07,NA
80019,228,0.756,0.142,8.73e-09,2.17e-07,UBTD1
10863,311,-0.666,0.124,8.81e-09,2.18e-07,ADAM28
4683,263,-0.838,0.158,8.86e-09,2.19e-07,NBN
2491,63.1,-1.3,0.248,9.54e-09,2.36e-07,CENPI
5939,1010,-0.458,0.084,9.76e-09,2.41e-07,RBMS2
3158,183,0.798,0.15,9.92e-09,2.44e-07,HMGCS2
100526833,1870,0.488,0.0898,9.93e-09,2.44e-07,NA
3320,19800,-0.364,0.0659,1e-08,2.46e-07,HSP90AA1
92689,716,-0.5,0.0924,1.03e-08,2.52e-07,FAM114A1
10123,1960,0.397,0.0724,1.03e-08,2.53e-07,ARL4C
60343,1220,0.518,0.0958,1.05e-08,2.58e-07,FAM3A
100996724,1840,0.394,0.0718,1.06e-08,2.59e-07,NA
8323,1730,-0.415,0.0757,1.06e-08,2.59e-07,FZD6
161882,377,0.604,0.113,1.08e-08,2.64e-07,ZFPM1
23551,53.6,1.43,0.274,1.08e-08,2.64e-07,RASD2
79084,754,0.461,0.0849,1.09e-08,2.66e-07,WDR77
146691,3000,0.389,0.071,1.15e-08,2.8e-07,TOM1L2
9672,2130,0.405,0.0742,1.15e-08,2.8e-07,SDC3
501,1650,-0.396,0.0725,1.16e-08,2.8e-07,ALDH7A1
3918,797,-0.455,0.0839,1.21e-08,2.93e-07,LAMC2
1515,1010,-0.43,0.0792,1.21e-08,2.93e-07,CTSV
387,5880,-0.356,0.0649,1.21e-08,2.93e-07,RHOA
85459,324,-0.744,0.141,1.24e-08,2.99e-07,CEP295
9909,1060,0.473,0.0877,1.28e-08,3.09e-07,DENND4B
2568,18800,-0.354,0.0646,1.3e-08,3.11e-07,GABRP
388610,480,0.571,0.107,1.31e-08,3.15e-07,TRNP1
10058,388,0.62,0.117,1.31e-08,3.15e-07,ABCB6
7453,1090,-0.429,0.0793,1.37e-08,3.27e-07,WARS1
106865373,1540,-0.391,0.0719,1.39e-08,3.32e-07,GET1-SH3BGR
7188,290,-0.67,0.127,1.41e-08,3.36e-07,TRAF5
7852,215,0.718,0.136,1.42e-08,3.38e-07,CXCR4
9213,2010,0.462,0.0858,1.46e-08,3.46e-07,XPR1
10602,2320,0.404,0.0745,1.46e-08,3.46e-07,CDC42EP3
5757,6090,-0.501,0.0937,1.48e-08,3.52e-07,PTMA
6236,1630,0.523,0.098,1.52e-08,3.61e-07,RRAD
645369,460,0.57,0.107,1.54e-08,3.64e-07,TMEM200C
11247,818,0.494,0.0925,1.56e-08,3.68e-07,NXPH4
11098,1250,0.429,0.0796,1.59e-08,3.75e-07,PRSS23
64210,2020,0.391,0.0725,1.77e-08,4.17e-07,MMS19
9052,2580,0.378,0.07,1.79e-08,4.21e-07,GPRC5A
514,1710,0.377,0.0699,1.92e-08,4.52e-07,ATP5F1E
9951,306,-0.613,0.117,1.98e-08,4.66e-07,HS3ST4
10991,367,-0.605,0.115,2e-08,4.69e-07,SLC38A3
55057,183,0.752,0.145,2.01e-08,4.7e-07,CRYBG2
23682,87.8,-1.1,0.214,2.01e-08,4.71e-07,RAB38
57402,206,0.721,0.139,2.02e-08,4.72e-07,S100A14
255743,1150,-0.417,0.078,2.06e-08,4.81e-07,NPNT
9678,506,-0.547,0.104,2.07e-08,4.82e-07,PHF14
8318,97.7,-1.03,0.202,2.07e-08,4.82e-07,CDC45
2146,367,-0.588,0.113,2.25e-08,5.23e-07,EZH2
10657,2140,-0.375,0.0701,2.33e-08,5.4e-07,KHDRBS1
9254,361,-0.599,0.115,2.34e-08,5.42e-07,CACNA2D2
11285,456,0.57,0.109,2.4e-08,5.56e-07,B4GALT7
11259,934,-0.45,0.0852,2.44e-08,5.64e-07,FILIP1L
9555,5910,0.329,0.0611,2.47e-08,5.72e-07,MACROH2A1
133,699,0.475,0.0901,2.55e-08,5.88e-07,ADM
5874,160,-1.05,0.207,2.59e-08,5.98e-07,RAB27B
1634,362,0.596,0.115,2.61e-08,5.99e-07,DCN
655,3210,0.348,0.065,2.62e-08,6.02e-07,BMP7
2812,323,0.737,0.143,2.64e-08,6.06e-07,GP1BB
5983,226,-0.733,0.143,2.65e-08,6.07e-07,RFC3
22953,312,0.621,0.12,2.66e-08,6.09e-07,P2RX2
79022,1990,-0.372,0.0697,2.76e-08,6.31e-07,TMEM106C
84557,336,0.622,0.12,2.81e-08,6.41e-07,MAP1LC3A
197,1360,0.402,0.0758,2.82e-08,6.44e-07,AHSG
8214,612,0.544,0.105,2.95e-08,6.73e-07,DGCR6
6767,4790,-0.332,0.0621,3e-08,6.82e-07,ST13
389158,178,-0.833,0.164,3.05e-08,6.93e-07,PLSCR5
101410538,658,0.52,0.1,3.1e-08,7.02e-07,MMP24OS
197257,207,0.718,0.14,3.13e-08,7.1e-07,LDHD
1482,3070,0.404,0.0766,3.16e-08,7.14e-07,NKX2-5
4814,405,0.589,0.114,3.23e-08,7.3e-07,NINJ1
50809,1470,-0.415,0.0791,3.44e-08,7.76e-07,HP1BP3
9846,1710,-0.424,0.0809,3.46e-08,7.8e-07,GAB2
1058,39.5,-1.63,0.327,3.48e-08,7.84e-07,CENPA
3835,547,-0.578,0.112,3.52e-08,7.92e-07,KIF22
126755,46.7,1.43,0.286,3.59e-08,8.07e-07,LRRC38
8692,1470,0.449,0.0861,3.68e-08,8.26e-07,HYAL2
128434,874,0.498,0.096,3.71e-08,8.32e-07,VSTM2L
5427,59.2,-1.43,0.287,3.74e-08,8.37e-07,POLE2
55654,2220,0.385,0.0731,3.82e-08,8.54e-07,TMEM127
116028,168,-0.85,0.169,3.85e-08,8.59e-07,RMI2
3107,861,0.481,0.0928,3.88e-08,8.64e-07,HLA-C
402778,261,0.641,0.126,4.04e-08,9.01e-07,IFITM10
285971,169,0.797,0.158,4.07e-08,9.05e-07,ZNF775
109729127,219,0.692,0.137,4.13e-08,9.16e-07,KRT7-AS
348235,365,-0.619,0.122,4.17e-08,9.24e-07,SKA2
100529144,434,0.574,0.112,4.17e-08,9.24e-07,CORO7-PAM16
100529241,1560,-0.394,0.0752,4.21e-08,9.32e-07,HSPE1-MOB4
100288142,412,-0.582,0.114,4.22e-08,9.32e-07,NBPF20
